key,en,es,fr,ja,ka,pt,ru,uk
"You reach out to poke her in the eye, but the Thrait Woman shoots you a look that makes you stop.","You reach out to poke her in the eye, but the Thrait Woman shoots you a look that makes you stop.","Te acercas para picarle el ojo, pero la Mujer Thrait te lanza una mirada que te detiene.","Tu tends la main pour lui toucher l'œil, mais la Femme Rapiécée te lance un regard qui t'arrête net. ",彼女の目を突こうと手を伸ばしたが、スレイト人女性が睨んできて止めた。,"შენ ხელს უწოდებ თვალში თითის ჩასაყოფად, მაგრამ ტრაიტ ქალი ისე გიყურებს რო გაჩერებს.","Você se estende para cutucar ela no olho, mas a Mulher Thrait te lança um olhar que faz você parar.","Ты тянешься потыкать её в глаз, но её взгляд тебя останавливает",
"A soft, touching handshake. It lingers longer than you would like.","A soft, touching handshake. It lingers longer than you would like.",,,優しい握手。ちょっと握手の時間長いかも。,,"Um macio, tocante aperto de mão. Ele permanece por mais tempo que você gostaria.","Мягкое, трогательное рукопожатие. Оно длится дольше, чем тебе бы хотелось.",
A plastic keycard.,A plastic keycard.,,,プラスチックキーカード,,Um cartão-chave de plástico,Пластиковая ключ-карта.,
Cold and stiff.,Cold and stiff.,,,冷たくて硬い。,,Gelado e rígido.,Холодный и жёсткий.,
"She was a good Queen.
However, like all good queens, she must eventually be recycled. Do us a favor and use those hands of yours to get the job done.","She was a good Queen.
However, like all good queens, she must eventually be recycled. Do us a favor and use those hands of yours to get the job done.","Ella era una buena Reina.
Sin embargo, como todas las buenas reinas, eventualmente ella debía ser reciclada. Haznos un favor y usa esas manos tuyas para terminar el trabajo.","C'était une bonne Reine. 
Cependant, comme toutes les bonnes reines, elle doit être recyclée un jour ou un l'autre. Rends-nous un service et utilise tes mains pour faire le sale boulot. ","優しい女王だった。
でも、すべての良い女王がそうであるように、結局はリサイクルされる。
私たちの願いを聞いて、あなたのその手で仕事を終わらせてくれ。","ის კარგი დედოფალი იყო.
მაგრამ, როგორც ყველა კარგი დედოფალი, ის როდესმე უნდა გადამუშავდეს. გამოიყენე ეგ შენი ხელები და დაგვეხმარე საქმის დასასრულებლად.","Ela era uma boa Rainha. Mas, como todas as boas rainhas, deverá eventualmente ser reciclada. 
Nos faça um favor e use essas mãos suas para fazer o trabalho.","Она была хорошей королевой. Но, как и всем хорошим королевам, ей суждено быть переработанной. Сделай нам одолжение – избавься от неё.",
[wave][center]Beetles are cooler.,[wave][center]Beetles are cooler.,,,[wave][center]いや、カブトムシの方がかっこいい。,,[wave][centers]Besouros são mais legais.,[wave][center]Жуки круче.,
"It's a floating orb. Something about it seems simultaneously important, and absolutely worthless.","It's a floating orb. Something about it seems simultaneously important, and absolutely worthless.",Es un orbe flotante. Algo de ella parece simultáneamente importante y absolutamente inútil.,C'est un orbe flottant. Quelque chose te dit qu'elle est à la fois extrêmement importante et complètement inutile,浮かんでいるオーブ。なんだか貴重な見た目をしているけど、それと同時に価値がなさそうにも見える。,ეს მფრინავი სფეროა. მის შესახებ რაგაც ერთდროულად მნიშვნელოვნი და უსარგებლო ჩანს.,"É um orbe flutuante. Algo sobre ele faz parecer simultaneamente importante, e absolutamente inútil.",Парящая сфера. Что-то в ней выглядит одновременно важным и абсолютно бесполезным. ,
[center][wave]All Came up out of the blue,[center][wave]All Came up out of the blue,[center][wave]Todo llegó en un abrir y cerrar de ojos,[center][wave]Tout est Arrivé sans crier ,[center][wave]すべてがいきなり始まった、,[center][wave]დაიწყო ყველაფერი არაფრიდან,[center][wave]Tudo Veio num piscar de olhos,[center][wave]Случилось всё средь бела дня,
Mod Menu,Mod Menu,,,モッドメニュー,,Menu de Mods,Меню Модов,
"Be careful. A storm is brewing.
I can feel it in my carapace. There's a great evil hanging over the land.
T'hale-Vah. May The King watch over You.","Be careful. A storm is brewing.
I can feel it in my carapace. There's a great evil hanging over the land.
T'hale-Vah. May The King watch over You.",,,"気をつけて。嵐が来る。
感じるんだ。この地に邪悪な悪が存在する。
サーレ・ヴァー。王に見守られますように。",,"Tome cuidado. Uma tempestade está a surgir.
Eu posso sentir na minha carapaça. Há um grande mal pendurando sobre a terra.
T'hale-Vah. Que O Rei vigie sobre Você.","Будь осторожен. Назревает буря.
Я чувствую это своим панцирем. Над землей нависло великое зло.
Т 'хале-Вах. Да хранит Тебя Король.",
Vending Machine,Vending Machine,,,自販機,,Máquina de Venda Automática,Торговый Автомат,
"[wave][center]Beetles!? Lame! 
No way are they cooler!","[wave][center]Beetles!? Lame! 
No way are they cooler!",,,"[wave][center]え、カブトムシ？だっさ！
トンボよりかっこいいわけない！",,"[wave][center]Besouros?! Que chato!
Não tem como eles serem mais legais!","[wave][center]Жуки? Скукота, как они могут быть круче?",
